VarName,VarNumber,CodeValue,TableName,ORDINAL_POSITION,VarName1,CodeValue1,ValueLabel,Frequency,Percent
CNGDSTCD,16126,1305,HD2024,68,CNGDSTCD,1305,"GA, District 05",30,0.494
CNGDSTCD,16126,1306,HD2024,68,CNGDSTCD,1306,"GA, District 06",7,0.115
CNGDSTCD,16126,1307,HD2024,68,CNGDSTCD,1307,"GA, District 07",6,0.099
CNGDSTCD,16126,1308,HD2024,68,CNGDSTCD,1308,"GA, District 08",9,0.148
CNGDSTCD,16126,1309,HD2024,68,CNGDSTCD,1309,"GA, District 09",10,0.165
CNGDSTCD,16126,1310,HD2024,68,CNGDSTCD,1310,"GA, District 10",5,0.082
CNGDSTCD,16126,1311,HD2024,68,CNGDSTCD,1311,"GA, District 11",6,0.099
CNGDSTCD,16126,1312,HD2024,68,CNGDSTCD,1312,"GA, District 12",13,0.214
CNGDSTCD,16126,1313,HD2024,68,CNGDSTCD,1313,"GA, District 13",4,0.066
CNGDSTCD,16126,1314,HD2024,68,CNGDSTCD,1314,"GA, District 14",7,0.115
CNGDSTCD,16126,1501,HD2024,68,CNGDSTCD,1501,"HI, District 01",15,0.247
CNGDSTCD,16126,1502,HD2024,68,CNGDSTCD,1502,"HI, District 02",8,0.132
CNGDSTCD,16126,1601,HD2024,68,CNGDSTCD,1601,"ID, District 01",12,0.198
CNGDSTCD,16126,1602,HD2024,68,CNGDSTCD,1602,"ID, District 02",22,0.362
CNGDSTCD,16126,1701,HD2024,68,CNGDSTCD,1701,"IL, District 01",12,0.198
CNGDSTCD,16126,1702,HD2024,68,CNGDSTCD,1702,"IL, District 02",16,0.264
CNGDSTCD,16126,1703,HD2024,68,CNGDSTCD,1703,"IL, District 03",5,0.082
CNGDSTCD,16126,1704,HD2024,68,CNGDSTCD,1704,"IL, District 04",11,0.181
CNGDSTCD,16126,1705,HD2024,68,CNGDSTCD,1705,"IL, District 05",8,0.132
CNGDSTCD,16126,1706,HD2024,68,CNGDSTCD,1706,"IL, District 06",22,0.362
CNGDSTCD,16126,1707,HD2024,68,CNGDSTCD,1707,"IL, District 07",33,0.543
CNGDSTCD,16126,1708,HD2024,68,CNGDSTCD,1708,"IL, District 08",10,0.165
CNGDSTCD,16126,1709,HD2024,68,CNGDSTCD,1709,"IL, District 09",19,0.313
CNGDSTCD,16126,1710,HD2024,68,CNGDSTCD,1710,"IL, District 10",10,0.165
CNGDSTCD,16126,1711,HD2024,68,CNGDSTCD,1711,"IL, District 11",5,0.082
CNGDSTCD,16126,1712,HD2024,68,CNGDSTCD,1712,"IL, District 12",18,0.296
CNGDSTCD,16126,1713,HD2024,68,CNGDSTCD,1713,"IL, District 13",15,0.247
CNGDSTCD,16126,1714,HD2024,68,CNGDSTCD,1714,"IL, District 14",13,0.214
CNGDSTCD,16126,1715,HD2024,68,CNGDSTCD,1715,"IL, District 15",11,0.181
CNGDSTCD,16126,1716,HD2024,68,CNGDSTCD,1716,"IL, District 16",7,0.115
CNGDSTCD,16126,1717,HD2024,68,CNGDSTCD,1717,"IL, District 17",25,0.412
CNGDSTCD,16126,1801,HD2024,68,CNGDSTCD,1801,"IN, District 01",12,0.198
CNGDSTCD,16126,1802,HD2024,68,CNGDSTCD,1802,"IN, District 02",14,0.231
CNGDSTCD,16126,1803,HD2024,68,CNGDSTCD,1803,"IN, District 03",13,0.214
CNGDSTCD,16126,1804,HD2024,68,CNGDSTCD,1804,"IN, District 04",8,0.132
CNGDSTCD,16126,1805,HD2024,68,CNGDSTCD,1805,"IN, District 05",14,0.231
CNGDSTCD,16126,1806,HD2024,68,CNGDSTCD,1806,"IN, District 06",9,0.148
CNGDSTCD,16126,1807,HD2024,68,CNGDSTCD,1807,"IN, District 07",18,0.296
CNGDSTCD,16126,1808,HD2024,68,CNGDSTCD,1808,"IN, District 08",13,0.214
CNGDSTCD,16126,1809,HD2024,68,CNGDSTCD,1809,"IN, District 09",9,0.148
CNGDSTCD,16126,1901,HD2024,68,CNGDSTCD,1901,"IA, District 01",16,0.264
CNGDSTCD,16126,1902,HD2024,68,CNGDSTCD,1902,"IA, District 02",26,0.428
CNGDSTCD,16126,1903,HD2024,68,CNGDSTCD,1903,"IA, District 03",14,0.231
CNGDSTCD,16126,1904,HD2024,68,CNGDSTCD,1904,"IA, District 04",19,0.313
CNGDSTCD,16126,2001,HD2024,68,CNGDSTCD,2001,"KS, District 01",25,0.412
CNGDSTCD,16126,2002,HD2024,68,CNGDSTCD,2002,"KS, District 02",20,0.329
CNGDSTCD,16126,2003,HD2024,68,CNGDSTCD,2003,"KS, District 03",11,0.181
CNGDSTCD,16126,2004,HD2024,68,CNGDSTCD,2004,"KS, District 04",21,0.346
CNGDSTCD,16126,2101,HD2024,68,CNGDSTCD,2101,"KY, District 01",10,0.165
CNGDSTCD,16126,2102,HD2024,68,CNGDSTCD,2102,"KY, District 02",13,0.214
CNGDSTCD,16126,2103,HD2024,68,CNGDSTCD,2103,"KY, District 03",16,0.264
CNGDSTCD,16126,2104,HD2024,68,CNGDSTCD,2104,"KY, District 04",9,0.148
CNGDSTCD,16126,2105,HD2024,68,CNGDSTCD,2105,"KY, District 05",20,0.329
CNGDSTCD,16126,2106,HD2024,68,CNGDSTCD,2106,"KY, District 06",20,0.329
CNGDSTCD,16126,2201,HD2024,68,CNGDSTCD,2201,"LA, District 01",16,0.264
CNGDSTCD,16126,2202,HD2024,68,CNGDSTCD,2202,"LA, District 02",17,0.28
CNGDSTCD,16126,2203,HD2024,68,CNGDSTCD,2203,"LA, District 03",21,0.346
CNGDSTCD,16126,2204,HD2024,68,CNGDSTCD,2204,"LA, District 04",9,0.148
CNGDSTCD,16126,2205,HD2024,68,CNGDSTCD,2205,"LA, District 05",18,0.296
CNGDSTCD,16126,2206,HD2024,68,CNGDSTCD,2206,"LA, District 06",32,0.527
CNGDSTCD,16126,2301,HD2024,68,CNGDSTCD,2301,"ME, District 01",15,0.247
CNGDSTCD,16126,2302,HD2024,68,CNGDSTCD,2302,"ME, District 02",19,0.313
CNGDSTCD,16126,2401,HD2024,68,CNGDSTCD,2401,"MD, District 01",9,0.148
CNGDSTCD,16126,2402,HD2024,68,CNGDSTCD,2402,"MD, District 02",16,0.264
CNGDSTCD,16126,2403,HD2024,68,CNGDSTCD,2403,"MD, District 03",10,0.165
CNGDSTCD,16126,2404,HD2024,68,CNGDSTCD,2404,"MD, District 04",7,0.115
CNGDSTCD,16126,2405,HD2024,68,CNGDSTCD,2405,"MD, District 05",5,0.082
CNGDSTCD,16126,2406,HD2024,68,CNGDSTCD,2406,"MD, District 06",9,0.148
CNGDSTCD,16126,2407,HD2024,68,CNGDSTCD,2407,"MD, District 07",15,0.247
CNGDSTCD,16126,2408,HD2024,68,CNGDSTCD,2408,"MD, District 08",7,0.115
CNGDSTCD,16126,2501,HD2024,68,CNGDSTCD,2501,"MA, District 01",20,0.329
CNGDSTCD,16126,2502,HD2024,68,CNGDSTCD,2502,"MA, District 02",19,0.313
CNGDSTCD,16126,2503,HD2024,68,CNGDSTCD,2503,"MA, District 03",11,0.181
CNGDSTCD,16126,2504,HD2024,68,CNGDSTCD,2504,"MA, District 04",17,0.28
CNGDSTCD,16126,2505,HD2024,68,CNGDSTCD,2505,"MA, District 05",14,0.231
CNGDSTCD,16126,2506,HD2024,68,CNGDSTCD,2506,"MA, District 06",13,0.214
CNGDSTCD,16126,2507,HD2024,68,CNGDSTCD,2507,"MA, District 07",26,0.428
CNGDSTCD,16126,2508,HD2024,68,CNGDSTCD,2508,"MA, District 08",17,0.28
CNGDSTCD,16126,2509,HD2024,68,CNGDSTCD,2509,"MA, District 09",7,0.115
CNGDSTCD,16126,2601,HD2024,68,CNGDSTCD,2601,"MI, District 01",12,0.198
CNGDSTCD,16126,2602,HD2024,68,CNGDSTCD,2602,"MI, District 02",13,0.214
CNGDSTCD,16126,2603,HD2024,68,CNGDSTCD,2603,"MI, District 03",18,0.296
CNGDSTCD,16126,2604,HD2024,68,CNGDSTCD,2604,"MI, District 04",14,0.231
CNGDSTCD,16126,2605,HD2024,68,CNGDSTCD,2605,"MI, District 05",13,0.214
CNGDSTCD,16126,2606,HD2024,68,CNGDSTCD,2606,"MI, District 06",10,0.165
CNGDSTCD,16126,2607,HD2024,68,CNGDSTCD,2607,"MI, District 07",12,0.198
CNGDSTCD,16126,2608,HD2024,68,CNGDSTCD,2608,"MI, District 08",14,0.231
CNGDSTCD,16126,2609,HD2024,68,CNGDSTCD,2609,"MI, District 09",5,0.082
CNGDSTCD,16126,2610,HD2024,68,CNGDSTCD,2610,"MI, District 10",6,0.099
CNGDSTCD,16126,2611,HD2024,68,CNGDSTCD,2611,"MI, District 11",17,0.28
CNGDSTCD,16126,2612,HD2024,68,CNGDSTCD,2612,"MI, District 12",12,0.198
CNGDSTCD,16126,2613,HD2024,68,CNGDSTCD,2613,"MI, District 13",14,0.231
CNGDSTCD,16126,2701,HD2024,68,CNGDSTCD,2701,"MN, District 01",14,0.231
CNGDSTCD,16126,2702,HD2024,68,CNGDSTCD,2702,"MN, District 02",6,0.099
CNGDSTCD,16126,2703,HD2024,68,CNGDSTCD,2703,"MN, District 03",11,0.181
CNGDSTCD,16126,2704,HD2024,68,CNGDSTCD,2704,"MN, District 04",19,0.313
CNGDSTCD,16126,2705,HD2024,68,CNGDSTCD,2705,"MN, District 05",13,0.214
CNGDSTCD,16126,2706,HD2024,68,CNGDSTCD,2706,"MN, District 06",7,0.115
CNGDSTCD,16126,2707,HD2024,68,CNGDSTCD,2707,"MN, District 07",11,0.181
CNGDSTCD,16126,2708,HD2024,68,CNGDSTCD,2708,"MN, District 08",14,0.231
CNGDSTCD,16126,2801,HD2024,68,CNGDSTCD,2801,"MS, District 01",14,0.231
CNGDSTCD,16126,2802,HD2024,68,CNGDSTCD,2802,"MS, District 02",19,0.313
CNGDSTCD,16126,2803,HD2024,68,CNGDSTCD,2803,"MS, District 03",11,0.181
CNGDSTCD,16126,2804,HD2024,68,CNGDSTCD,2804,"MS, District 04",10,0.165
CNGDSTCD,16126,2901,HD2024,68,CNGDSTCD,2901,"MO, District 01",21,0.346
CNGDSTCD,16126,2902,HD2024,68,CNGDSTCD,2902,"MO, District 02",15,0.247
CNGDSTCD,16126,2903,HD2024,68,CNGDSTCD,2903,"MO, District 03",13,0.214
CNGDSTCD,16126,2904,HD2024,68,CNGDSTCD,2904,"MO, District 04",22,0.362
CNGDSTCD,16126,2905,HD2024,68,CNGDSTCD,2905,"MO, District 05",17,0.28
CNGDSTCD,16126,2906,HD2024,68,CNGDSTCD,2906,"MO, District 06",16,0.264
CNGDSTCD,16126,2907,HD2024,68,CNGDSTCD,2907,"MO, District 07",23,0.379
CNGDSTCD,16126,2908,HD2024,68,CNGDSTCD,2908,"MO, District 08",13,0.214
CNGDSTCD,16126,3001,HD2024,68,CNGDSTCD,3001,"MT, District 01",12,0.198
CNGDSTCD,16126,3002,HD2024,68,CNGDSTCD,3002,"MT, District 02",17,0.28
CNGDSTCD,16126,3101,HD2024,68,CNGDSTCD,3101,"NE, District 01",15,0.247
CNGDSTCD,16126,3102,HD2024,68,CNGDSTCD,3102,"NE, District 02",12,0.198
CNGDSTCD,16126,3103,HD2024,68,CNGDSTCD,3103,"NE, District 03",14,0.231
CNGDSTCD,16126,3201,HD2024,68,CNGDSTCD,3201,"NV, District 01",9,0.148
CNGDSTCD,16126,3202,HD2024,68,CNGDSTCD,3202,"NV, District 02",13,0.214
CNGDSTCD,16126,3203,HD2024,68,CNGDSTCD,3203,"NV, District 03",15,0.247
CNGDSTCD,16126,3204,HD2024,68,CNGDSTCD,3204,"NV, District 04",4,0.066
CNGDSTCD,16126,3301,HD2024,68,CNGDSTCD,3301,"NH, District 01",14,0.231
CNGDSTCD,16126,3302,HD2024,68,CNGDSTCD,3302,"NH, District 02",19,0.313
CNGDSTCD,16126,3401,HD2024,68,CNGDSTCD,3401,"NJ, District 01",12,0.198
CNGDSTCD,16126,3402,HD2024,68,CNGDSTCD,3402,"NJ, District 02",6,0.099
CNGDSTCD,16126,3403,HD2024,68,CNGDSTCD,3403,"NJ, District 03",6,0.099
CNGDSTCD,16126,3404,HD2024,68,CNGDSTCD,3404,"NJ, District 04",28,0.461
CNGDSTCD,16126,3405,HD2024,68,CNGDSTCD,3405,"NJ, District 05",11,0.181
CNGDSTCD,16126,3406,HD2024,68,CNGDSTCD,3406,"NJ, District 06",15,0.247
CNGDSTCD,16126,3407,HD2024,68,CNGDSTCD,3407,"NJ, District 07",5,0.082
CNGDSTCD,16126,3408,HD2024,68,CNGDSTCD,3408,"NJ, District 08",7,0.115
CNGDSTCD,16126,3409,HD2024,68,CNGDSTCD,3409,"NJ, District 09",8,0.132
CNGDSTCD,16126,3410,HD2024,68,CNGDSTCD,3410,"NJ, District 10",18,0.296
CNGDSTCD,16126,3411,HD2024,68,CNGDSTCD,3411,"NJ, District 11",19,0.313
CNGDSTCD,16126,3412,HD2024,68,CNGDSTCD,3412,"NJ, District 12",14,0.231
CNGDSTCD,16126,3501,HD2024,68,CNGDSTCD,3501,"NM, District 01",13,0.214
CNGDSTCD,16126,3502,HD2024,68,CNGDSTCD,3502,"NM, District 02",10,0.165
CNGDSTCD,16126,3503,HD2024,68,CNGDSTCD,3503,"NM, District 03",22,0.362
CNGDSTCD,16126,3601,HD2024,68,CNGDSTCD,3601,"NY, District 01",7,0.115
CNGDSTCD,16126,3602,HD2024,68,CNGDSTCD,3602,"NY, District 02",6,0.099
CNGDSTCD,16126,3603,HD2024,68,CNGDSTCD,3603,"NY, District 03",12,0.198
CNGDSTCD,16126,3604,HD2024,68,CNGDSTCD,3604,"NY, District 04",9,0.148
CNGDSTCD,16126,3605,HD2024,68,CNGDSTCD,3605,"NY, District 05",8,0.132
CNGDSTCD,16126,3606,HD2024,68,CNGDSTCD,3606,"NY, District 06",12,0.198
CNGDSTCD,16126,3607,HD2024,68,CNGDSTCD,3607,"NY, District 07",13,0.214
CNGDSTCD,16126,3608,HD2024,68,CNGDSTCD,3608,"NY, District 08",3,0.049
CNGDSTCD,16126,3609,HD2024,68,CNGDSTCD,3609,"NY, District 09",28,0.461
CNGDSTCD,16126,3610,HD2024,68,CNGDSTCD,3610,"NY, District 10",28,0.461
CNGDSTCD,16126,3611,HD2024,68,CNGDSTCD,3611,"NY, District 11",9,0.148
CNGDSTCD,16126,3612,HD2024,68,CNGDSTCD,3612,"NY, District 12",41,0.675
CNGDSTCD,16126,3613,HD2024,68,CNGDSTCD,3613,"NY, District 13",18,0.296
CNGDSTCD,16126,3614,HD2024,68,CNGDSTCD,3614,"NY, District 14",7,0.115
CNGDSTCD,16126,3615,HD2024,68,CNGDSTCD,3615,"NY, District 15",6,0.099
CNGDSTCD,16126,3616,HD2024,68,CNGDSTCD,3616,"NY, District 16",16,0.264
CNGDSTCD,16126,3617,HD2024,68,CNGDSTCD,3617,"NY, District 17",22,0.362
CNGDSTCD,16126,3618,HD2024,68,CNGDSTCD,3618,"NY, District 18",15,0.247
CNGDSTCD,16126,3619,HD2024,68,CNGDSTCD,3619,"NY, District 19",16,0.264
CNGDSTCD,16126,3620,HD2024,68,CNGDSTCD,3620,"NY, District 20",26,0.428
CNGDSTCD,16126,3621,HD2024,68,CNGDSTCD,3621,"NY, District 21",20,0.329
CNGDSTCD,16126,3622,HD2024,68,CNGDSTCD,3622,"NY, District 22",20,0.329
CNGDSTCD,16126,3623,HD2024,68,CNGDSTCD,3623,"NY, District 23",16,0.264
CNGDSTCD,16126,3624,HD2024,68,CNGDSTCD,3624,"NY, District 24",18,0.296
CNGDSTCD,16126,3625,HD2024,68,CNGDSTCD,3625,"NY, District 25",17,0.28
CNGDSTCD,16126,3626,HD2024,68,CNGDSTCD,3626,"NY, District 26",15,0.247
CNGDSTCD,16126,3701,HD2024,68,CNGDSTCD,3701,"NC, District 01",16,0.264
CNGDSTCD,16126,3702,HD2024,68,CNGDSTCD,3702,"NC, District 02",13,0.214
CNGDSTCD,16126,3703,HD2024,68,CNGDSTCD,3703,"NC, District 03",11,0.181
CNGDSTCD,16126,3704,HD2024,68,CNGDSTCD,3704,"NC, District 04",8,0.132
CNGDSTCD,16126,3705,HD2024,68,CNGDSTCD,3705,"NC, District 05",13,0.214
CNGDSTCD,16126,3706,HD2024,68,CNGDSTCD,3706,"NC, District 06",10,0.165
CNGDSTCD,16126,3707,HD2024,68,CNGDSTCD,3707,"NC, District 07",13,0.214
CNGDSTCD,16126,3708,HD2024,68,CNGDSTCD,3708,"NC, District 08",10,0.165
CNGDSTCD,16126,3709,HD2024,68,CNGDSTCD,3709,"NC, District 09",8,0.132
CNGDSTCD,16126,3710,HD2024,68,CNGDSTCD,3710,"NC, District 10",14,0.231
CNGDSTCD,16126,3711,HD2024,68,CNGDSTCD,3711,"NC, District 11",18,0.296
CNGDSTCD,16126,3712,HD2024,68,CNGDSTCD,3712,"NC, District 12",14,0.231
CNGDSTCD,16126,3713,HD2024,68,CNGDSTCD,3713,"NC, District 13",8,0.132
CNGDSTCD,16126,3714,HD2024,68,CNGDSTCD,3714,"NC, District 14",7,0.115
CNGDSTCD,16126,3800,HD2024,68,CNGDSTCD,3800,"ND, District 00",25,0.412
CNGDSTCD,16126,3901,HD2024,68,CNGDSTCD,3901,"OH, District 01",16,0.264
CNGDSTCD,16126,3902,HD2024,68,CNGDSTCD,3902,"OH, District 02",18,0.296
CNGDSTCD,16126,3903,HD2024,68,CNGDSTCD,3903,"OH, District 03",23,0.379
CNGDSTCD,16126,3904,HD2024,68,CNGDSTCD,3904,"OH, District 04",20,0.329
CNGDSTCD,16126,3905,HD2024,68,CNGDSTCD,3905,"OH, District 05",17,0.28
CNGDSTCD,16126,3906,HD2024,68,CNGDSTCD,3906,"OH, District 06",23,0.379
CNGDSTCD,16126,3907,HD2024,68,CNGDSTCD,3907,"OH, District 07",16,0.264
CNGDSTCD,16126,3908,HD2024,68,CNGDSTCD,3908,"OH, District 08",15,0.247
CNGDSTCD,16126,3909,HD2024,68,CNGDSTCD,3909,"OH, District 09",24,0.395
CNGDSTCD,16126,3910,HD2024,68,CNGDSTCD,3910,"OH, District 10",28,0.461
CNGDSTCD,16126,3911,HD2024,68,CNGDSTCD,3911,"OH, District 11",16,0.264
CNGDSTCD,16126,3912,HD2024,68,CNGDSTCD,3912,"OH, District 12",16,0.264
CNGDSTCD,16126,3913,HD2024,68,CNGDSTCD,3913,"OH, District 13",14,0.231
CNGDSTCD,16126,3914,HD2024,68,CNGDSTCD,3914,"OH, District 14",18,0.296
CNGDSTCD,16126,3915,HD2024,68,CNGDSTCD,3915,"OH, District 15",9,0.148
CNGDSTCD,16126,4001,HD2024,68,CNGDSTCD,4001,"OK, District 01",16,0.264
CNGDSTCD,16126,4002,HD2024,68,CNGDSTCD,4002,"OK, District 02",21,0.346
CNGDSTCD,16126,4003,HD2024,68,CNGDSTCD,4003,"OK, District 03",26,0.428
CNGDSTCD,16126,4004,HD2024,68,CNGDSTCD,4004,"OK, District 04",16,0.264
CNGDSTCD,16126,4005,HD2024,68,CNGDSTCD,4005,"OK, District 05",19,0.313
CNGDSTCD,16126,4101,HD2024,68,CNGDSTCD,4101,"OR, District 01",15,0.247
CNGDSTCD,16126,4102,HD2024,68,CNGDSTCD,4102,"OR, District 02",12,0.198
CNGDSTCD,16126,4103,HD2024,68,CNGDSTCD,4103,"OR, District 03",12,0.198
CNGDSTCD,16126,4104,HD2024,68,CNGDSTCD,4104,"OR, District 04",10,0.165
CNGDSTCD,16126,4105,HD2024,68,CNGDSTCD,4105,"OR, District 05",12,0.198
CNGDSTCD,16126,4106,HD2024,68,CNGDSTCD,4106,"OR, District 06",12,0.198
CNGDSTCD,16126,4201,HD2024,68,CNGDSTCD,4201,"PA, District 01",8,0.132
CNGDSTCD,16126,4202,HD2024,68,CNGDSTCD,4202,"PA, District 02",11,0.181
CNGDSTCD,16126,4203,HD2024,68,CNGDSTCD,4203,"PA, District 03",21,0.346
CNGDSTCD,16126,4204,HD2024,68,CNGDSTCD,4204,"PA, District 04",24,0.395
CNGDSTCD,16126,4205,HD2024,68,CNGDSTCD,4205,"PA, District 05",23,0.379
CNGDSTCD,16126,4206,HD2024,68,CNGDSTCD,4206,"PA, District 06",16,0.264
CNGDSTCD,16126,4207,HD2024,68,CNGDSTCD,4207,"PA, District 07",21,0.346
CNGDSTCD,16126,4208,HD2024,68,CNGDSTCD,4208,"PA, District 08",21,0.346
CNGDSTCD,16126,4209,HD2024,68,CNGDSTCD,4209,"PA, District 09",18,0.296
CNGDSTCD,16126,4210,HD2024,68,CNGDSTCD,4210,"PA, District 10",14,0.231
CNGDSTCD,16126,4211,HD2024,68,CNGDSTCD,4211,"PA, District 11",15,0.247
CNGDSTCD,16126,4212,HD2024,68,CNGDSTCD,4212,"PA, District 12",25,0.412
CNGDSTCD,16126,4213,HD2024,68,CNGDSTCD,4213,"PA, District 13",22,0.362
CNGDSTCD,16126,4214,HD2024,68,CNGDSTCD,4214,"PA, District 14",22,0.362
CNGDSTCD,16126,4215,HD2024,68,CNGDSTCD,4215,"PA, District 15",17,0.28
CNGDSTCD,16126,4216,HD2024,68,CNGDSTCD,4216,"PA, District 16",21,0.346
CNGDSTCD,16126,4217,HD2024,68,CNGDSTCD,4217,"PA, District 17",16,0.264
CNGDSTCD,16126,4401,HD2024,68,CNGDSTCD,4401,"RI, District 01",12,0.198
CNGDSTCD,16126,4402,HD2024,68,CNGDSTCD,4402,"RI, District 02",9,0.148
CNGDSTCD,16126,4501,HD2024,68,CNGDSTCD,4501,"SC, District 01",3,0.049
CNGDSTCD,16126,4502,HD2024,68,CNGDSTCD,4502,"SC, District 02",8,0.132
CNGDSTCD,16126,4503,HD2024,68,CNGDSTCD,4503,"SC, District 03",12,0.198
CNGDSTCD,16126,4504,HD2024,68,CNGDSTCD,4504,"SC, District 04",14,0.231
CNGDSTCD,16126,4505,HD2024,68,CNGDSTCD,4505,"SC, District 05",10,0.165
CNGDSTCD,16126,4506,HD2024,68,CNGDSTCD,4506,"SC, District 06",32,0.527
CNGDSTCD,16126,4507,HD2024,68,CNGDSTCD,4507,"SC, District 07",11,0.181
CNGDSTCD,16126,4600,HD2024,68,CNGDSTCD,4600,"SD, District 00",27,0.445
CNGDSTCD,16126,4701,HD2024,68,CNGDSTCD,4701,"TN, District 01",11,0.181
CNGDSTCD,16126,4702,HD2024,68,CNGDSTCD,4702,"TN, District 02",12,0.198
CNGDSTCD,16126,4703,HD2024,68,CNGDSTCD,4703,"TN, District 03",17,0.28
CNGDSTCD,16126,4704,HD2024,68,CNGDSTCD,4704,"TN, District 04",15,0.247
CNGDSTCD,16126,4705,HD2024,68,CNGDSTCD,4705,"TN, District 05",8,0.132
CNGDSTCD,16126,4706,HD2024,68,CNGDSTCD,4706,"TN, District 06",20,0.329
CNGDSTCD,16126,4707,HD2024,68,CNGDSTCD,4707,"TN, District 07",21,0.346
CNGDSTCD,16126,4708,HD2024,68,CNGDSTCD,4708,"TN, District 08",18,0.296
CNGDSTCD,16126,4709,HD2024,68,CNGDSTCD,4709,"TN, District 09",21,0.346
CNGDSTCD,16126,4901,HD2024,68,CNGDSTCD,4901,"UT, District 01",13,0.214
CNGDSTCD,16126,4902,HD2024,68,CNGDSTCD,4902,"UT, District 02",15,0.247
CNGDSTCD,16126,4903,HD2024,68,CNGDSTCD,4903,"UT, District 03",17,0.28
CNGDSTCD,16126,4904,HD2024,68,CNGDSTCD,4904,"UT, District 04",16,0.264
CNGDSTCD,16126,5000,HD2024,68,CNGDSTCD,5000,"VT, District 00",17,0.28
CNGDSTCD,16126,5101,HD2024,68,CNGDSTCD,5101,"VA, District 01",10,0.165
CNGDSTCD,16126,5102,HD2024,68,CNGDSTCD,5102,"VA, District 02",15,0.247
CNGDSTCD,16126,5103,HD2024,68,CNGDSTCD,5103,"VA, District 03",22,0.362
CNGDSTCD,16126,5104,HD2024,68,CNGDSTCD,5104,"VA, District 04",18,0.296
CNGDSTCD,16126,5105,HD2024,68,CNGDSTCD,5105,"VA, District 05",16,0.264
CNGDSTCD,16126,5106,HD2024,68,CNGDSTCD,5106,"VA, District 06",17,0.28
CNGDSTCD,16126,5107,HD2024,68,CNGDSTCD,5107,"VA, District 07",5,0.082
CNGDSTCD,16126,5108,HD2024,68,CNGDSTCD,5108,"VA, District 08",12,0.198
CNGDSTCD,16126,5109,HD2024,68,CNGDSTCD,5109,"VA, District 09",17,0.28
CNGDSTCD,16126,5110,HD2024,68,CNGDSTCD,5110,"VA, District 10",4,0.066
CNGDSTCD,16126,5111,HD2024,68,CNGDSTCD,5111,"VA, District 11",11,0.181
CNGDSTCD,16126,5301,HD2024,68,CNGDSTCD,5301,"WA, District 01",7,0.115
CNGDSTCD,16126,5302,HD2024,68,CNGDSTCD,5302,"WA, District 02",9,0.148
CNGDSTCD,16126,5303,HD2024,68,CNGDSTCD,5303,"WA, District 03",7,0.115
CNGDSTCD,16126,5304,HD2024,68,CNGDSTCD,5304,"WA, District 04",10,0.165
CNGDSTCD,16126,5305,HD2024,68,CNGDSTCD,5305,"WA, District 05",18,0.296
CNGDSTCD,16126,5306,HD2024,68,CNGDSTCD,5306,"WA, District 06",12,0.198
CNGDSTCD,16126,5307,HD2024,68,CNGDSTCD,5307,"WA, District 07",17,0.28
CNGDSTCD,16126,5308,HD2024,68,CNGDSTCD,5308,"WA, District 08",3,0.049
CNGDSTCD,16126,5309,HD2024,68,CNGDSTCD,5309,"WA, District 09",6,0.099
CNGDSTCD,16126,5310,HD2024,68,CNGDSTCD,5310,"WA, District 10",8,0.132
CNGDSTCD,16126,5401,HD2024,68,CNGDSTCD,5401,"WV, District 01",33,0.543
CNGDSTCD,16126,5402,HD2024,68,CNGDSTCD,5402,"WV, District 02",35,0.576
CNGDSTCD,16126,5501,HD2024,68,CNGDSTCD,5501,"WI, District 01",13,0.214
CNGDSTCD,16126,5502,HD2024,68,CNGDSTCD,5502,"WI, District 02",10,0.165
CNGDSTCD,16126,5503,HD2024,68,CNGDSTCD,5503,"WI, District 03",14,0.231
CNGDSTCD,16126,5504,HD2024,68,CNGDSTCD,5504,"WI, District 04",16,0.264
CNGDSTCD,16126,5505,HD2024,68,CNGDSTCD,5505,"WI, District 05",7,0.115
CNGDSTCD,16126,5506,HD2024,68,CNGDSTCD,5506,"WI, District 06",8,0.132
CNGDSTCD,16126,5507,HD2024,68,CNGDSTCD,5507,"WI, District 07",7,0.115
CNGDSTCD,16126,5508,HD2024,68,CNGDSTCD,5508,"WI, District 08",12,0.198
CNGDSTCD,16126,5600,HD2024,68,CNGDSTCD,5600,"WY, District 00",10,0.165
CNGDSTCD,16126,6098,HD2024,68,CNGDSTCD,6098,"AS, District 98",1,0.016
CNGDSTCD,16126,6698,HD2024,68,CNGDSTCD,6698,"GU, District 98",3,0.049
CNGDSTCD,16126,6998,HD2024,68,CNGDSTCD,6998,"MP, District 98",1,0.016
CNGDSTCD,16126,7298,HD2024,68,CNGDSTCD,7298,"PR, District 98",129,2.125
CNGDSTCD,16126,7898,HD2024,68,CNGDSTCD,7898,"VI, District 98",1,0.016
CNGDSTCD,16126,-2,HD2024,68,CNGDSTCD,-2,Not applicable,3,0.049
CNGDSTCD,16126,4801,HD2024,68,CNGDSTCD,4801,"TX, District 01",14,0.231
CNGDSTCD,16126,4802,HD2024,68,CNGDSTCD,4802,"TX, District 02",3,0.049
CNGDSTCD,16126,4803,HD2024,68,CNGDSTCD,4803,"TX, District 03",4,0.066
CNGDSTCD,16126,4804,HD2024,68,CNGDSTCD,4804,"TX, District 04",7,0.115
CNGDSTCD,16126,4805,HD2024,68,CNGDSTCD,4805,"TX, District 05",6,0.099
CNGDSTCD,16126,4806,HD2024,68,CNGDSTCD,4806,"TX, District 06",9,0.148
